3.0	 1.0	 38.5	 54.0	 20.0	 0.0	 1.0	 2.0	 2.0	 3.0	 4.0	 1.0	 2.0	 2.0	 5.9	 0.0	 2.0	 42.0	 6.3	 0.0	 0.0	 1	 1
2.0	 1.0	 37.6	 48.0	 36.0	 0.0	 0.0	 1.0	 1.0	 0.0	 3.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 44.0	 6.3	 1.0	 5.0	 1	 1
1.0	 1.0	 37.7	 44.0	 28.0	 0.0	 4.0	 3.0	 2.0	 5.0	 4.0	 4.0	 1.0	 1.0	 0.0	 3.0	 5.0	 45.0	 70.0	 3.0	 2.0	 1	 1
1.0	 1.0	 37.0	 56.0	 24.0	 3.0	 1.0	 4.0	 2.0	 4.0	 4.0	 3.0	 1.0	 1.0	 0.0	 0.0	 0.0	 35.0	 61.0	 3.0	 2.0	 -1	 -1
2.0	 1.0	 38.0	 42.0	 12.0	 3.0	 0.0	 3.0	 1.0	 1.0	 0.0	 1.0	 0.0	 0.0	 0.0	 0.0	 2.0	 37.0	 5.8	 0.0	 0.0	 1	 1
1.0	 1.0	 0.0	 60.0	 40.0	 3.0	 0.0	 1.0	 1.0	 0.0	 4.0	 0.0	 3.0	 2.0	 0.0	 0.0	 5.0	 42.0	 72.0	 0.0	 0.0	 1	 1
2.0	 1.0	 38.4	 80.0	 60.0	 3.0	 2.0	 2.0	 1.0	 3.0	 2.0	 1.0	 2.0	 2.0	 0.0	 1.0	 1.0	 54.0	 6.9	 0.0	 0.0	 1	 1
2.0	 1.0	 37.8	 48.0	 12.0	 2.0	 1.0	 2.0	 1.0	 3.0	 0.0	 1.0	 2.0	 0.0	 0.0	 2.0	 0.0	 48.0	 7.3	 1.0	 0.0	 1	 1
2.0	 1.0	 37.9	 45.0	 36.0	 3.0	 3.0	 3.0	 2.0	 2.0	 3.0	 1.0	 2.0	 1.0	 0.0	 3.0	 0.0	 33.0	 5.7	 3.0	 0.0	 1	 1
2.0	 1.0	 39.0	 84.0	 12.0	 3.0	 1.0	 5.0	 1.0	 2.0	 4.0	 2.0	 1.0	 2.0	 7.0	 0.0	 4.0	 62.0	 5.9	 2.0	 2.2	 -1	 -1
2.0	 1.0	 38.2	 60.0	 24.0	 3.0	 1.0	 3.0	 2.0	 3.0	 3.0	 2.0	 3.0	 3.0	 0.0	 4.0	 4.0	 53.0	 7.5	 2.0	 1.4	 1	 -1
1.0	 1.0	 0.0	 140.0	 0.0	 0.0	 0.0	 4.0	 2.0	 5.0	 4.0	 4.0	 1.0	 1.0	 0.0	 0.0	 5.0	 30.0	 69.0	 0.0	 0.0	 -1	 -1
1.0	 1.0	 37.9	 120.0	 60.0	 3.0	 3.0	 3.0	 1.0	 5.0	 4.0	 4.0	 2.0	 2.0	 7.5	 4.0	 5.0	 52.0	 6.6	 3.0	 1.8	 -1	 -1
2.0	 1.0	 38.0	 72.0	 36.0	 1.0	 1.0	 3.0	 1.0	 3.0	 0.0	 2.0	 2.0	 1.0	 0.0	 3.0	 5.0	 38.0	 6.8	 2.0	 2.0	 1	 1
2.0	 9.0	 38.0	 92.0	 28.0	 1.0	 1.0	 2.0	 1.0	 1.0	 3.0	 2.0	 3.0	 0.0	 7.2	 0.0	 0.0	 37.0	 6.1	 1.0	 1.1	 1	 1
1.0	 1.0	 38.3	 66.0	 30.0	 2.0	 3.0	 1.0	 1.0	 2.0	 4.0	 3.0	 3.0	 2.0	 8.5	 4.0	 5.0	 37.0	 6.0	 0.0	 0.0	 1	 1
2.0	 1.0	 37.5	 48.0	 24.0	 3.0	 1.0	 1.0	 1.0	 2.0	 1.0	 0.0	 1.0	 1.0	 0.0	 3.0	 2.0	 43.0	 6.0	 1.0	 2.8	 1	 1
1.0	 1.0	 37.5	 88.0	 20.0	 2.0	 3.0	 3.0	 1.0	 4.0	 3.0	 3.0	 0.0	 0.0	 0.0	 0.0	 0.0	 35.0	 6.4	 1.0	 0.0	 -1	 -1
2.0	 9.0	 0.0	 150.0	 60.0	 4.0	 4.0	 4.0	 2.0	 5.0	 4.0	 4.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -1	 -1
1.0	 1.0	 39.7	 100.0	 30.0	 0.0	 0.0	 6.0	 2.0	 4.0	 4.0	 3.0	 1.0	 0.0	 0.0	 4.0	 5.0	 65.0	 75.0	 0.0	 0.0	 -1	 -1
1.0	 1.0	 38.3	 80.0	 0.0	 3.0	 3.0	 4.0	 2.0	 5.0	 4.0	 3.0	 2.0	 1.0	 0.0	 4.0	 4.0	 45.0	 7.5	 2.0	 4.6	 1	 -1
2.0	 1.0	 37.5	 40.0	 32.0	 3.0	 1.0	 3.0	 1.0	 3.0	 2.0	 3.0	 2.0	 1.0	 0.0	 0.0	 5.0	 32.0	 6.4	 1.0	 1.1	 1	 1
1.0	 1.0	 38.4	 84.0	 30.0	 3.0	 1.0	 5.0	 2.0	 4.0	 3.0	 3.0	 2.0	 3.0	 6.5	 4.0	 4.0	 47.0	 7.5	 3.0	 0.0	 -1	 -1
1.0	 1.0	 38.1	 84.0	 44.0	 4.0	 0.0	 4.0	 2.0	 5.0	 3.0	 1.0	 1.0	 3.0	 5.0	 0.0	 4.0	 60.0	 6.8	 0.0	 5.7	 -1	 -1
2.0	 1.0	 38.7	 52.0	 0.0	 1.0	 1.0	 1.0	 1.0	 1.0	 3.0	 1.0	 0.0	 0.0	 0.0	 1.0	 3.0	 4.0	 74.0	 0.0	 0.0	 1	 1
2.0	 1.0	 38.1	 44.0	 40.0	 2.0	 1.0	 3.0	 1.0	 3.0	 3.0	 1.0	 0.0	 0.0	 0.0	 1.0	 3.0	 35.0	 6.8	 0.0	 0.0	 1	 1
2.0	 1.0	 38.4	 52.0	 20.0	 2.0	 1.0	 3.0	 1.0	 1.0	 3.0	 2.0	 2.0	 1.0	 0.0	 3.0	 5.0	 41.0	 63.0	 1.0	 1.0	 1	 1
1.0	 1.0	 38.2	 60.0	 0.0	 1.0	 0.0	 3.0	 1.0	 2.0	 1.0	 1.0	 1.0	 1.0	 0.0	 4.0	 4.0	 43.0	 6.2	 2.0	 3.9	 1	 1
2.0	 1.0	 37.7	 40.0	 18.0	 1.0	 1.0	 1.0	 0.0	 3.0	 2.0	 1.0	 1.0	 1.0	 0.0	 3.0	 3.0	 36.0	 3.5	 0.0	 0.0	 1	 1
1.0	 1.0	 39.1	 60.0	 10.0	 0.0	 1.0	 1.0	 0.0	 2.0	 3.0	 0.0	 0.0	 0.0	 0.0	 4.0	 4.0	 0.0	 0.0	 0.0	 0.0	 1	 1
2.0	 1.0	 37.8	 48.0	 16.0	 1.0	 1.0	 1.0	 1.0	 0.0	 1.0	 1.0	 2.0	 1.0	 0.0	 4.0	 3.0	 43.0	 7.5	 0.0	 0.0	 1	 1
1.0	 1.0	 39.0	 120.0	 0.0	 4.0	 3.0	 5.0	 2.0	 2.0	 4.0	 3.0	 2.0	 3.0	 8.0	 0.0	 0.0	 65.0	 8.2	 3.0	 4.6	 1	 -1
1.0	 1.0	 38.2	 76.0	 0.0	 2.0	 3.0	 2.0	 1.0	 5.0	 3.0	 3.0	 1.0	 2.0	 6.0	 1.0	 5.0	 35.0	 6.5	 2.0	 0.9	 1	 -1
2.0	 1.0	 38.3	 88.0	 0.0	 0.0	 0.0	 6.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 -1	 -1
1.0	 1.0	 38.0	 80.0	 30.0	 3.0	 3.0	 3.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 6.0	 0.0	 0.0	 48.0	 8.3	 0.0	 4.3	 1	 -1
1.0	 1.0	 0.0	 0.0	 0.0	 3.0	 1.0	 1.0	 1.0	 2.0	 3.0	 3.0	 1.0	 3.0	 6.0	 4.0	 4.0	 0.0	 0.0	 2.0	 0.0	 -1	 1
1.0	 1.0	 37.6	 40.0	 0.0	 1.0	 1.0	 1.0	 1.0	 1.0	 1.0	 1.0	 0.0	 0.0	 0.0	 1.0	 1.0	 0.0	 0.0	 2.0	 2.1	 1	 1
2.0	 1.0	 37.5	 44.0	 0.0	 1.0	 1.0	 1.0	 1.0	 3.0	 3.0	 2.0	 0.0	 0.0	 0.0	 0.0	 0.0	 45.0	 5.8	 2.0	 1.4	 1	 1
2.0	 1.0	 38.2	 42.0	 16.0	 1.0	 1.0	 3.0	 1.0	 1.0	 3.0	 1.0	 0.0	 0.0	 0.0	 1.0	 0.0	 35.0	 60.0	 1.0	 1.0	 1	 1
2.0	 1.0	 38.0	 56.0	 44.0	 3.0	 3.0	 3.0	 0.0	 0.0	 1.0	 1.0	 2.0	 1.0	 0.0	 4.0	 0.0	 47.0	 70.0	 2.0	 1.0	 1	 1
2.0	 1.0	 38.3	 45.0	 20.0	 3.0	 3.0	 2.0	 2.0	 2.0	 4.0	 1.0	 2.0	 0.0	 0.0	 4.0	 0.0	 0.0	 0.0	 0.0	 0.0	 1	 1
1.0	 1.0	 0.0	 48.0	 96.0	 1.0	 1.0	 3.0	 1.0	 0.0	 4.0	 1.0	 2.0	 1.0	 0.0	 1.0	 4.0	 42.0	 8.0	 1.0	 0.0	 1	 1
1.0	 1.0	 37.7	 55.0	 28.0	 2.0	 1.0	 2.0	 1.0	 2.0	 3.0	 3.0	 0.0	 3.0	 5.0	 4.0	 5.0	 0.0	 0.0	 0.0	 0.0	 1	 1
2.0	 1.0	 36.0	 100.0	 20.0	 4.0	 3.0	 6.0	 2.0	 2.0	 4.0	 3.0	 1.0	 1.0	 0.0	 4.0	 5.0	 74.0	 5.7	 2.0	 2.5	 -1	 -1
1.0	 1.0	 37.1	 60.0	 20.0	 2.0	 0.0	 4.0	 1.0	 3.0	 0.0	 3.0	 0.0	 2.0	 5.0	 3.0	 4.0	 64.0	 8.5	 2.0	 0.0	 1	 -1
2.0	 1.0	 37.1	 114.0	 40.0	 3.0	 0.0	 3.0	 2.0	 2.0	 2.0	 1.0	 0.0	 0.0	 0.0	 0.0	 3.0	 32.0	 0.0	 3.0	 6.5	 1	 1
1.0	 1.0	 38.1	 72.0	 30.0	 3.0	 3.0	 3.0	 1.0	 4.0	 4.0	 3.0	 2.0	 1.0	 0.0	 3.0	 5.0	 37.0	 56.0	 3.0	 1.0	 1	 -1
1.0	 1.0	 37.0	 44.0	 12.0	 3.0	 1.0	 1.0	 2.0	 1.0	 1.0	 1.0	 0.0	 0.0	 0.0	 4.0	 2.0	 40.0	 6.7	 3.0	 8.0	 1	 1
1.0	 1.0	 38.6	 48.0	 20.0	 3.0	 1.0	 1.0	 1.0	 4.0	 3.0	 1.0	 0.0	 0.0	 0.0	 3.0	 0.0	 37.0	 75.0	 0.0	 0.0	 1	 1
1.0	 1.0	 0.0	 82.0	 72.0	 3.0	 1.0	 4.0	 1.0	 2.0	 3.0	 3.0	 0.0	 3.0	 0.0	 4.0	 4.0	 53.0	 65.0	 3.0	 2.0	 -1	 -1
1.0	 9.0	 38.2	 78.0	 60.0	 4.0	 4.0	 6.0	 0.0	 3.0	 3.0	 3.0	 0.0	 0.0	 0.0	 1.0	 0.0	 59.0	 5.8	 3.0	 3.1	 -1	 -1
2.0	 1.0	 37.8	 60.0	 16.0	 1.0	 1.0	 3.0	 1.0	 2.0	 3.0	 2.0	 1.0	 2.0	 0.0	 3.0	 0.0	 41.0	 73.0	 0.0	 0.0	 -1	 1
1.0	 1.0	 38.7	 34.0	 30.0	 2.0	 0.0	 3.0	 1.0	 2.0	 3.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 33.0	 69.0	 0.0	 2.0	 -1	 1
1.0	 1.0	 0.0	 36.0	 12.0	 1.0	 1.0	 1.0	 1.0	 1.0	 2.0	 1.0	 1.0	 1.0	 0.0	 1.0	 5.0	 44.0	 0.0	 0.0	 0.0	 1	 1
2.0	 1.0	 38.3	 44.0	 60.0	 0.0	 0.0	 1.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 0.0	 6.4	 36.0	 0.0	 0.0	 1	 1
2.0	 1.0	 37.4	 54.0	 18.0	 3.0	 0.0	 1.0	 1.0	 3.0	 4.0	 3.0	 2.0	 2.0	 0.0	 4.0	 5.0	 30.0	 7.1	 2.0	 0.0	 1	 1
1.0	 1.0	 0.0	 0.0	 0.0	 4.0	 3.0	 0.0	 2.0	 2.0	 4.0	 1.0	 0.0	 0.0	 0.0	 0.0	 0.0	 54.0	 76.0	 3.0	 2.0	 1	 1
1.0	 1.0	 36.6	 48.0	 16.0	 3.0	 1.0	 3.0	 1.0	 4.0	 1.0	 1.0	 1.0	 1.0	 0.0	 0.0	 0.0	 27.0	 56.0	 0.0	 0.0	 -1	 -1
1.0	 1.0	 38.5	 90.0	 0.0	 1.0	 1.0	 3.0	 1.0	 3.0	 3.0	 3.0	 2.0	 3.0	 2.0	 4.0	 5.0	 47.0	 79.0	 0.0	 0.0	 1	 1
1.0	 1.0	 0.0	 75.0	 12.0	 1.0	 1.0	 4.0	 1.0	 5.0	 3.0	 3.0	 0.0	 3.0	 5.8	 0.0	 0.0	 58.0	 8.5	 1.0	 0.0	 1	 -1
2.0	 1.0	 38.2	 42.0	 0.0	 3.0	 1.0	 1.0	 1.0	 1.0	 1.0	 2.0	 2.0	 1.0	 0.0	 3.0	 2.0	 35.0	 5.9	 2.0	 0.0	 1	 1
1.0	 9.0	 38.2	 78.0	 60.0	 4.0	 4.0	 6.0	 0.0	 3.0	 3.0	 3.0	 0.0	 0.0	 0.0	 1.0	 0.0	 59.0	 5.8	 3.0	 3.1	 -1	 -1
2.0	 1.0	 38.6	 60.0	 30.0	 1.0	 1.0	 3.0	 1.0	 4.0	 2.0	 2.0	 1.0	 1.0	 0.0	 0.0	 0.0	 40.0	 6.0	 1.0	 0.0	 1	 -1
2.0	 1.0	 37.8	 42.0	 40.0	 1.0	 1.0	 1.0	 1.0	 1.0	 3.0	 1.0	 0.0	 0.0	 0.0	 3.0	 3.0	 36.0	 6.2	 0.0	 0.0	 1	 1
1.0	 1.0	 38.0	 60.0	 12.0	 1.0	 1.0	 2.0	 1.0	 2.0	 1.0	 1.0	 1.0	 1.0	 0.0	 1.0	 4.0	 44.0	 65.0	 3.0	 2.0	 -1	 1
2.0	 1.0	 38.0	 42.0	 12.0	 3.0	 0.0	 3.0	 1.0	 1.0	 1.0	 1.0	 0.0	 0.0	 0.0	 0.0	 1.0	 37.0	 5.8	 0.0	 0.0	 1	 1
2.0	 1.0	 37.6	 88.0	 36.0	 3.0	 1.0	 1.0	 1.0	 3.0	 3.0	 2.0	 1.0	 3.0	 1.5	 0.0	 0.0	 44.0	 6.0	 0.0	 0.0	 -1	 1
